CountryName,AccessElec,AgriLand,ArableLand,BirthRate,DeathRate,FertilityRate,FixedTelephone,ForestArea,GDP,GDPGrowth,GDPperCapita,HealthExpPerCapita,HealthExpPrivate,HealthExpPublic,HealthExpTotal,ImmunizationDPT,ImmunizationMeasles,MigrantStock,InternetUsers,LifeExp,MobileCellular,PollutionExposure,PopuDensity,PopGrowth,RuralPop,RuralPopGrowth,UrbanPop,UrbanPopGrowth
Czech Republic,100.0,54.81615743138271,41.053858104609,11.2,10.2,1.51,22.4319411740014,34.399274987053296,3953651000000.0,2.29508968687023,14640.343227334399,1410.03661892,1.20696219098333,6.22493655984966,7.43189906,99.0,98.0,4.32521736307821,68.82,77.42439024390251,122.55511123538601,100.0,135.608622475401,0.29136167418042,26.745,0.5497020055098979,73.255,0.197209093679863
Denmark,100.0,61.890172048079215,57.058684892764596,11.4,9.8,1.87,47.086620528092496,13.836907848220598,1798649000000.0,1.62513291816535,47791.91813926,6266.80800969,1.6480204269470302,9.433817543052973,11.08183797,90.0,85.0,8.71920764037888,88.72,79.1,115.66992298087601,63.284421374858596,130.749069054914,0.444197154509531,13.205,-0.6178218502915429,86.795,0.606766049074667
Estonia,100.0,22.3873555083746,15.2158527954706,11.9,11.9,1.72,37.1350593323389,52.7011087520642,14718470000.0,2.46277332627901,10328.8369371597,902.67330472,1.32143506027017,4.92734677601564,6.24878202,94.0,95.0,13.7038998103607,74.1,75.4292682926829,127.28278757644199,33.5586838936418,31.410120311394202,-0.22805796852935,31.906,0.176937195776651,68.094,-0.41725864442961
Finland,100.0,7.54162553471537,7.41954590325765,11.4,9.5,1.87,23.2874719176376,73.1095755182626,187100000000.0,2.99233750220186,39698.796653136,3976.99494651,2.32197727490346,6.66844209509654,8.99041937,99.0,98.0,4.2071823740079,86.89,79.87073170731709,156.305511511184,15.867364137446199,17.6484106614018,0.457494535465831,16.442,-0.324022414816658,83.55799999999999,0.6119980689181079
France,100.0,52.7660134013445,33.4279353565017,12.9,8.5,2.03,64.2439406096383,29.9950507435756,1998481000000.0,1.96565737478667,35214.1320806898,4583.68852456,2.59841623136425,8.95587862188062,11.55429445,99.0,89.0,10.2800211701164,77.28,81.66341463414629,91.3873297259601,95.6653767983223,118.75934742867001,0.4940374587831121,21.655,-0.6035842739249461,78.345,0.79956370185802
Georgia,100.0,35.6885882860843,5.97208231400201,13.815,11.247,1.82,25.3356025077278,40.615915959130795,20743364200.0,6.25302862624761,1850.76129646481,266.18475589999997,7.76165453658051,2.28992913341949,10.05158367,92.0,94.0,3.7564902982393096,26.9,73.6747317073171,90.6479269136874,97.98398297004393,77.90335561076309,0.945436151990522,47.131,0.6361413329628121,52.869,1.2219712666888998
Germany,100.0,47.9100324181656,33.9845655105144,8.3,10.5,1.39,63.721578188592794,32.730871847835395,2580060000000.0,4.07993330487069,37204.0765610902,4668.40081464,2.68873747511204,8.867975954887962,11.55671343,96.0,97.0,13.1553740156301,82.0,79.9878048780488,106.48369587659,99.94618770983801,234.60690822503398,-0.153198446937304,25.709,-0.9204073966176428,74.291,0.113677273516088
Greece,100.0,63.568657874321204,19.9146625290923,10.3,9.8,1.51,53.0881865965965,30.279286268425107,226031447200.0,-5.4790371077553,21852.9581322982,2495.2885506,3.1608038620397503,6.32343972801191,9.48424326,99.0,99.0,10.1564412243956,44.4,80.3878048780488,110.645518509948,100.0,86.52795965865009,-0.301076222060192,23.708000000000002,-1.8081470073216,76.292,0.171914858878524
Hungary,100.0,59.0191096873964,48.514304650392106,9.0,13.0,1.25,29.728837791659497,22.6002430133657,27051695000000.0,0.7431979363820741,11135.8415101811,1026.06010029,2.83727757970547,5.22146665497919,8.05874447,99.0,99.0,3.6807515342714714,65.0,74.2073170731707,119.94271782101299,100.0,110.46087484811702,-0.226013875689698,31.141,-1.79673716739543,68.859,0.492518065585525
Iceland,100.0,18.6932668329177,1.22693266832918,15.4,6.4,2.2,60.8768653196748,0.4259351620947629,1618101000000.0,-3.5886683912498505,56037.156867710495,3683.06166942,1.81868699058154,7.473470902115902,9.29215802,96.0,93.0,11.7038369266856,93.39,81.89756097560971,107.24275410166,0.232086461352117,3.17247880299252,-0.143903000294037,6.376,-1.90016707487805,93.624,-0.0231701073073774
Ireland,100.0,66.3086079256786,14.675569748875,16.5,6.1,2.05,46.5125825926048,10.533168819857698,166157466400.0,0.398613831710051,48209.485262083086,4238.21621984,2.79470317536892,6.412531064743232,9.20765582,94.0,90.0,19.7061284101089,69.85,80.74390243902441,105.235809874784,12.0731424621186,66.1947307301495,0.544884384079014,38.16,-0.162783956799371,61.84,0.984081557358955
Italy,100.0,48.7108179778337,23.940980485483106,9.5,9.9,1.46,37.2446664030584,30.692867342082,1605694419600.0,1.71058185843889,30788.5385891818,3266.86869945,1.98403799811539,7.42387196188461,9.40790996,96.0,91.0,7.52970224731621,53.68,82.0365853658537,154.797008800909,99.97853099644873,201.527901679472,0.30759122234095,31.673000000000002,-0.0642725027059403,68.327,0.4804389505175461
Kazakhstan,100.0,80.4392339889617,10.6248101640923,22.54,8.97,2.6,25.4856330208282,1.22569174352706,21815517000000.0,7.29999999999997,4732.71057916896,411.02298617,1.89320401400184,2.5272181259981603,4.42042214,99.0,99.0,18.867602348081398,31.6,68.29536585365851,121.86700099810801,68.1932952605604,6.045701744638292,1.41224046867424,46.268,1.7933535723506495,53.732,1.08522824534394
Latvia,100.0,29.0006426735219,18.8464010282776,9.4,14.3,1.36,25.453009515818806,53.88817480719789,17921450000.0,-3.78028071979412,7878.01382640376,745.12705416,2.46045003120637,3.9402561991814,6.55480382,92.0,95.0,15.972024571465301,68.42,73.4829268292683,110.31231957231701,81.9699289374242,33.7010764781491,-2.08130508988111,32.308,-1.85815095163745,67.692,-2.18763665544479
Lithuania,100.0,44.2329477463103,33.94335859593139,9.9,13.6,1.5,24.5543281199639,34.6230554447547,28027659500.0,1.63981964913999,8942.85108538679,828.8363145,1.94481477040574,5.017996748646531,7.08692863,95.0,96.0,4.16026051228141,62.12,73.2682926829268,159.395389930509,99.626326708904,49.418141204627,-2.09694341985475,33.243,-1.84099707334414,66.757,-2.2241530885288503
Luxembourg,100.0,50.59459459459461,23.9189189189189,11.6,7.4,1.63,53.6341888419623,33.4749034749035,39525500000.0,5.67665624841254,82399.63498645861,7964.45560452,1.08618487079072,6.594702141276,7.68088685,99.0,96.0,34.171215083055,90.62,80.63170731707321,143.142640558394,100.0,195.734749034749,1.8254058035237,11.453,-1.34636664119179,88.54700000000001,2.24309859567021
"Macedonia, FYR",99.0,44.3695479777954,16.4155432196669,11.083,8.99,1.4709999999999999,19.650264292537,39.5717684377478,437296000000.0,3.35876011375915,3689.9075853379695,304.37724424,2.51582863235369,4.32412943764631,6.83995807,95.0,98.0,6.28870713033039,51.9,74.72263414634149,102.435953298805,100.0,81.7780729579699,0.17096290028784,43.008,0.298862749639882,56.992,0.0745538294432527
Moldova,98.6,75.0380517503805,55.1902587519026,12.347999999999999,13.862,1.4769999999999999,32.497626660218394,11.7503805175038,71885474000.0,7.09407176187239,983.1678914712959,190.23554528,6.3295541481782,5.3474299218218,11.67698407,90.0,97.0,11.4630500176163,32.3,68.4581219512195,71.3846870326088,100.0,124.16931014048201,-0.0998646340688359,55.114,-0.00911742092732897,44.886,-0.211177486246517
Netherlands,100.0,55.508449451526786,30.317225022235398,11.1,8.2,1.79,43.526296907002795,11.058404980729303,631512000000.0,1.4026621772173795,43505.024378622795,5695.65870899,1.5577522322693202,9.641184502884167,12.14680793,97.0,96.0,10.5496685784279,90.72,80.7024390243902,115.43015049494,100.0,492.599881411207,0.5129231005535859,12.939,-5.624525280947862,87.061,1.45809589920064
Norway,100.0,2.75431559638051,2.26067434188011,12.6,8.5,1.95,33.6805451202566,33.1339238045695,2590089000000.0,0.601934439695455,66117.00697215571,8164.47401551,1.43731040769273,7.980415572599161,9.42236386,93.0,93.0,9.92879892466169,93.39,80.9975609756098,114.475540102113,13.298132424245601,13.386225684129801,1.24566617956207,20.898000000000003,-0.11835351125901597,79.102,1.6091560647948102
Poland,100.0,47.1757868616952,35.3565365025467,10.8,9.9,1.38,20.0715578314413,30.459057071960306,1445060000000.0,3.6988452199048,10075.1119352936,864.44861402,1.9846976836136,5.00135945136117,7.02287764,99.0,98.0,2.17505843550818,62.32,76.2463414634146,122.915294566938,100.0,124.209200731357,-0.285609121534849,39.108000000000004,0.00118970102042262,60.891999999999996,-0.4693733648842629
Portugal,100.0,40.1463041816792,12.435855442733901,9.6,10.0,1.39,42.363542173443996,35.3641227208211,179929812000.0,1.89869059853218,19240.6866792663,2352.31986028,3.3987897682719,7.464820851728098,10.86361062,98.0,96.0,8.68833170971617,53.3,79.0268292682927,115.303275078491,41.7207938787829,115.43945845616301,0.0459100367184907,39.433,-1.4716718194121798,60.567,1.04647758108964
Romania,100.0,61.5344490328189,39.7565746576831,10.5,12.8,1.54,20.5841545191185,28.319930449902202,533881100000.0,-0.7984655359310859,5685.37197158173,482.94570489999995,1.1638491456971,4.777777373677258,5.94630483,94.0,95.0,0.655691439926693,39.93,73.4585365853659,111.428889796828,99.8951402583292,88.0107411432297,-0.593959183588628,46.17100000000001,-0.877285072920264,53.82899999999999,-0.350299532205801
Russian Federation,100.0,13.0642790716419,7.26634576692616,12.5,14.2,1.57,31.2745311930553,49.77358921454471,46308541189900.0,4.50372562493004,6365.21266761053,734.71194149,3.2349979800476496,3.6869915399523503,6.92198952,97.0,98.0,8.58973421731574,43.0,68.8560975609756,165.501098738289,77.1973117947478,8.72263436175533,0.0448873898392816,26.313000000000002,-0.12598219857500698,73.687,0.105974278286512
Slovak Republic,100.0,40.4379197770893,28.945124867438803,11.2,9.9,1.43,20.2233135306437,40.3193944812959,67387142000.0,5.08186800103481,14623.602064491299,1377.72639645,2.71148605132162,5.797130383315362,8.50861625,99.0,98.0,2.42388472961152,75.71,75.1121951219512,109.04722001929899,99.90442784054407,112.108876920838,0.0931912731899838,45.315,0.701930502858261,54.685,-0.4084511314431311
Slovenia,100.0,23.9970208540218,8.4558093346574,10.9,9.1,1.57,44.3393443389062,61.916583912611706,36252430000.0,1.2377545435251298,19330.490048201,2083.05919047,2.33997219400849,6.728625874594999,9.06859824,96.0,95.0,8.00035927272656,70.0,79.42195121951221,103.29651178639999,99.7129858975926,101.71713008937401,0.43607948463593,49.96,0.622369809668134,50.04,0.250432576147168
Spain,100.0,55.088898222035596,25.0554988900222,10.4,8.2,1.37,43.6997258544545,36.4936701265975,1080913000000.0,0.013786543593226999,26191.9738778,2874.21960785,2.47462442995777,7.173460033423082,9.64808409,97.0,95.0,13.6924621663826,65.8,81.62682926829271,111.275766998416,85.9476447472644,93.1519309613808,0.460408305051304,21.558000000000003,-0.6100140478907671,78.442,0.756607893274885
Sweden,100.0,7.51815567578106,6.397134083930402,12.3,9.6,1.98,50.461843192557204,68.4139981478774,3519994000000.0,5.98892654713985,44877.9104974115,4694.46341116,1.75045565085709,7.71831032914291,9.46876598,98.0,97.0,13.926236435722899,90.0,81.4512195121951,117.16114934327899,17.461902425483597,22.854525515426197,0.852524628765313,14.944,-0.17274098109496602,85.056,1.03375039522615
Switzerland,100.0,38.8349023180484,10.236359955461099,10.3,8.0,1.52,62.6748188565429,31.2531632756352,606145691100.0,2.9538167684874,58138.63120644741,7697.31504103,3.79381573828438,7.11919143171562,10.91300717,95.0,92.0,22.528019175686307,83.9,82.24634146341471,123.16091086508301,99.46619807922579,198.01875189796505,1.0415580576588,26.337,0.8973854607124742,73.663,1.093155085224
Turkey,100.0,50.6892922573184,27.784779699336,17.746,5.751,2.101,22.4591310605437,14.5563452568117,1098799348400.0,9.15695290294718,7814.80123671822,565.60256499,1.20094725194498,4.412270738055018,5.61321799,97.0,97.0,1.95123618152052,39.82,74.21119512195119,85.6275801231165,99.73606326156401,93.9547782700778,1.4614683883270498,29.285,-0.479620999673275,70.715,2.27649097726714
Ukraine,99.8,71.23351515569979,56.0605537526755,10.8,15.2,1.445,28.1026800740583,16.481391976800403,1082569000000.0,4.2000000155834005,1974.62118219122,231.41015129,3.38619871406365,4.4213348059363495,7.80753352,52.0,56.0,11.461623650827198,23.3,70.2653658536586,117.10873476826,100.0,79.18024580542699,-0.39728523600594295,31.314,-0.98315921649534,68.686,-0.129041421203579
United Kingdom,100.0,71.1941470673335,24.676559335344898,12.9,8.9,1.92,53.8278793581385,12.6441532674741,1555548000000.0,1.54017665028898,39300.967022465695,3442.34518643,1.50293922852379,7.8709979755983,9.37393773,94.0,89.0,10.278930443080501,85.0,80.4024390243902,123.62548627396299,77.7317521452192,259.440189310958,0.783888646646516,18.698,-0.6550637943101,81.30199999999999,1.11777108530512
